日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,换手率(%)
2017-01-23,3125.42,3136.77,3145.84,3125.42,132660393,148145737728,0.65%,
2017-01-24,3134.59,3142.55,3149.53,3131.22,125973880,134553853952,0.58%,
2017-01-25,3137.65,3149.55,3151.47,3133.19,112073828,126765830144,0.58%,
2017-01-26,3149.22,3159.17,3163.10,3148.91,113876772,125013192704,0.45%,
2017-02-03,3160.08,3140.17,3162.68,3136.01,92224737,108023660544,0.84%,
2017-02-06,3143.09,3156.98,3158.84,3135.39,127198282,150067695616,0.75%,
2017-02-07,3154.40,3153.09,3159.54,3140.03,128337441,152559087616,0.62%,
2017-02-08,3148.09,3166.98,3167.45,3132.03,144920187,170854125568,1.12%,
2017-02-09,3164.69,3183.18,3186.84,3162.57,191640328,209723158528,0.77%,
2017-02-10,3183.01,3196.70,3205.05,3182.80,239348913,245772165120,0.7%,
2017-02-13,3198.99,3216.84,3219.41,3198.99,220191508,236158767104,0.64%,
2017-02-14,3216.14,3217.93,3219.40,3205.28,188798088,204253822976,0.44%,
2017-02-15,3215.46,3212.99,3236.00,3206.56,241507707,257965244416,0.91%,
2017-02-16,3210.36,3229.62,3230.28,3207.78,216955942,226587611136,0.7%,
2017-02-17,3227.71,3202.07,3238.39,3199.42,226228178,248572751872,1.21%,
2017-02-20,3198.96,3239.96,3241.46,3198.96,232152097,250276130816,1.33%,
2017-02-21,3242.22,3253.32,3254.34,3239.88,211673065,233551175680,0.45%,
2017-02-22,3252.69,3261.22,3261.38,3243.84,207453775,234815324160,0.54%,
2017-02-23,3258.83,3251.38,3264.08,3236.35,209179799,236822581248,0.85%,
2017-02-24,3246.86,3253.43,3253.95,3233.53,186406362,213839036416,0.63%,
2017-02-27,3249.19,3228.66,3251.65,3224.09,182581071,211395715072,0.85%,
2017-02-28,3225.97,3241.73,3242.68,3225.97,151244319,186019287040,0.52%,
2017-03-01,3240.07,3246.93,3259.98,3237.87,190677550,225940967424,0.68%,
2017-03-02,3250.52,3230.03,3256.81,3228.66,181215076,223043960832,0.87%,
2017-03-03,3219.20,3218.31,3221.16,3206.61,157082368,192707923968,0.45%,
2017-03-06,3217.33,3233.86,3234.66,3215.07,156092157,193769172992,0.61%,
2017-03-07,3233.09,3242.41,3242.66,3226.82,164064236,209931206656,0.49%,
2017-03-08,3240.53,3240.66,3245.30,3230.61,160731387,198225780736,0.45%,
2017-03-09,3233.70,3216.74,3233.87,3205.28,167371108,199217647616,0.88%,
2017-03-10,3213.73,3212.76,3222.32,3208.45,136672742,173663170560,0.43%,
2017-03-13,3209.45,3237.02,3237.12,3193.16,163673761,206919741440,1.37%,
2017-03-14,3235.25,3239.33,3246.33,3231.52,146946022,191535128576,0.46%,
2017-03-15,3235.40,3241.76,3243.71,3227.74,144055683,185727250432,0.49%,
2017-03-16,3247.16,3268.93,3269.77,3247.16,189416003,244508344320,0.7%,
2017-03-17,3271.87,3237.45,3274.19,3232.28,200583224,262184046592,1.28%,
2017-03-20,3241.11,3250.81,3251.13,3228.12,170548431,213951758336,0.71%,
2017-03-21,3250.25,3261.61,3262.22,3246.70,162719306,219121270784,0.48%,
2017-03-22,3246.22,3245.22,3255.78,3229.13,189731648,244545458176,0.82%,
2017-03-23,3245.81,3248.55,3262.09,3221.93,193029143,258246692864,1.24%,
2017-03-24,3247.35,3269.45,3275.21,3241.12,219777915,267094163456,1.05%,
2017-03-27,3268.92,3266.95,3283.24,3262.12,201852675,249185542144,0.65%,
2017-03-28,3265.63,3252.95,3265.63,3246.09,161710013,203452481536,0.6%,
2017-03-29,3252.86,3241.31,3262.10,3233.28,216105574,245371850752,0.89%,
2017-03-30,3235.14,3210.24,3240.02,3195.85,247135480,265694871552,1.36%,
2017-03-31,3206.25,3222.51,3226.25,3205.54,196442921,214036160512,0.65%,
2017-04-05,3235.66,3270.30,3270.64,3233.24,248320202,273201156096,1.16%,
2017-04-06,3272.19,3281.00,3286.67,3265.76,245288000,262335586304,0.64%,
2017-04-07,3280.62,3286.62,3295.19,3275.05,236108943,266738323456,0.61%,
2017-04-10,3285.46,3269.39,3285.46,3265.01,232694615,279415193600,0.62%,
2017-04-11,3266.22,3288.97,3290.39,3244.40,281281248,326622408704,1.41%,
2017-04-12,3283.84,3273.83,3284.93,3262.28,269381792,311505522688,0.69%,
2017-04-13,3265.22,3275.96,3281.14,3261.49,207346875,223287214080,0.6%,
2017-04-14,3276.14,3246.07,3276.71,3238.89,214508559,224106680320,1.15%,
2017-04-17,3229.95,3222.17,3229.95,3199.91,212737188,227214680064,0.93%,
2017-04-18,3215.40,3196.71,3225.05,3196.49,188661353,211866767360,0.89%,
2017-04-19,3184.67,3170.69,3189.44,3147.07,213238075,225806057472,1.33%,
2017-04-20,3165.66,3172.10,3178.18,3148.18,190873984,220098232320,0.95%,
2017-04-21,3170.29,3173.15,3180.79,3158.63,164761741,184131440640,0.7%,
2017-04-24,3164.25,3129.53,3164.25,3111.21,186277435,197845254144,1.67%,
2017-04-25,3123.89,3134.57,3145.27,3117.45,153418307,174129250304,0.89%,
2017-04-26,3132.92,3140.85,3152.95,3131.42,169878108,197112872960,0.69%,
2017-04-27,3131.35,3152.19,3155.00,3097.33,211793073,235748319232,1.84%,
2017-04-28,3144.02,3154.66,3154.73,3136.58,162889900,183195770880,0.58%,
2017-05-02,3147.23,3143.71,3154.78,3136.54,154222963,176389918720,0.58%,
2017-05-03,3138.31,3135.35,3148.28,3123.75,163763924,190236602368,0.78%,
2017-05-04,3127.11,3127.37,3143.82,3111.39,177967485,200170852352,1.03%,
2017-05-05,3114.77,3103.04,3117.61,3092.09,176213642,200273907712,0.82%,
2017-05-08,3090.07,3078.61,3093.45,3067.69,180526904,198171688960,0.83%,
2017-05-09,3064.85,3080.53,3084.21,3056.56,135066675,152795901952,0.9%,
2017-05-10,3078.17,3052.78,3090.82,3051.59,160794452,181624152064,1.27%,
2017-05-11,3036.79,3061.50,3063.56,3016.53,191341901,197604069376,1.54%,
2017-05-12,3054.11,3083.51,3090.49,3051.87,159684099,175107244032,1.26%,
2017-05-15,3085.93,3090.23,3098.91,3085.93,135660728,158269607936,0.42%,
2017-05-16,3082.87,3112.96,3113.51,3060.53,173775565,193292103680,1.71%,
2017-05-17,3107.80,3104.44,3119.58,3101.30,168674158,194560593920,0.59%,
2017-05-18,3082.33,3090.14,3103.44,3077.96,148620035,168149516288,0.82%,
2017-05-19,3086.70,3090.63,3095.48,3081.28,129635231,150164226048,0.46%,
2017-05-22,3087.17,3075.68,3103.94,3063.15,153683730,170340982784,1.32%,
2017-05-23,3069.39,3061.95,3084.24,3050.84,178310600,195073654784,1.09%,
2017-05-24,3047.57,3064.07,3064.81,3022.30,139813353,152669200384,1.39%,
2017-05-25,3055.34,3107.83,3114.66,3052.83,191391841,201910124544,2.02%,
2017-05-26,3101.29,3110.06,3120.66,3100.39,155923487,171327385600,0.65%,
2017-05-31,3125.32,3117.18,3143.28,3111.56,152950431,177913311232,1.02%,
2017-06-01,3108.42,3102.62,3113.52,3097.68,163015718,180782624768,0.51%,
2017-06-02,3094.22,3105.54,3110.39,3081.85,142504924,154454347776,0.92%,
2017-06-05,3102.11,3091.66,3105.51,3084.83,132570299,143429804032,0.67%,
2017-06-06,3084.54,3102.13,3102.86,3078.79,113439964,127804624896,0.78%,
2017-06-07,3101.76,3140.32,3140.77,3098.95,173229015,194287943680,1.35%,
2017-06-08,3136.47,3150.33,3153.26,3132.83,152277660,178894299136,0.65%,
2017-06-09,3147.45,3158.40,3165.92,3146.11,160136335,181584883712,0.63%,
2017-06-12,3149.53,3139.88,3164.95,3135.31,146729426,170223276032,0.94%,
2017-06-13,3134.01,3153.74,3155.99,3131.04,128318280,148457869312,0.79%,
2017-06-14,3146.75,3130.67,3149.17,3125.35,138347041,160641228800,0.76%,
2017-06-15,3125.59,3132.49,3137.59,3117.08,146954245,171124531200,0.66%,
2017-06-16,3126.37,3123.17,3134.25,3117.86,129652759,149215477760,0.52%,
2017-06-19,3122.16,3144.37,3146.77,3121.78,134891758,151741796352,0.8%,
2017-06-20,3148.02,3140.01,3150.46,3134.61,141191803,162498015232,0.5%,
2017-06-21,3148.99,3156.21,3157.03,3132.62,136688269,167048216576,0.78%,
2017-06-22,3152.24,3147.45,3186.98,3146.64,191344005,220438437888,1.28%,
2017-06-23,3138.44,3157.87,3158.05,3118.09,154843648,175568523264,1.27%,
2017-06-26,3157.00,3185.44,3187.89,3156.98,173579210,200419303424,0.98%,
2017-06-27,3183.42,3191.20,3193.46,3172.46,148201198,167523799040,0.66%,
2017-06-28,3183.63,3173.20,3193.44,3170.78,146516721,162081099776,0.71%,
2017-06-29,3174.98,3188.06,3188.77,3174.28,128755471,147249799168,0.46%,
2017-06-30,3176.95,3192.43,3193.24,3171.57,121464543,143195602944,0.68%,
2017-07-03,3192.00,3195.91,3196.29,3177.02,140305718,156575784960,0.6%,
2017-07-04,3192.89,3182.80,3193.06,3174.31,141114967,161454563328,0.59%,
2017-07-05,3179.22,3207.13,3207.31,3174.71,148296484,173554012160,1.02%,
2017-07-06,3203.86,3212.44,3215.95,3188.77,175809288,202209615872,0.85%,
2017-07-07,3203.82,3217.96,3219.52,3195.29,176715415,201938313216,0.75%,
2017-07-10,3208.46,3212.63,3223.34,3203.21,198928010,222828310528,0.63%,
2017-07-11,3201.52,3203.04,3226.91,3199.22,187837263,205493366784,0.86%,
2017-07-12,3201.93,3197.54,3215.20,3177.93,186900879,201799622656,1.16%,
2017-07-13,3192.36,3218.16,3219.27,3190.34,195303611,210820894720,0.9%,
2017-07-14,3212.03,3222.42,3222.98,3204.85,160126774,174312136704,0.56%,
2017-07-17,3219.79,3176.46,3230.35,3139.50,266205274,274653249536,2.82%,
2017-07-18,3159.73,3187.57,3187.67,3150.13,190623060,196452360192,1.18%,
2017-07-19,3181.40,3230.98,3232.94,3179.73,272420720,269771018240,1.67%,
2017-07-20,3227.51,3244.86,3246.24,3225.43,232108393,245825421312,0.64%,
2017-07-21,3236.59,3237.98,3247.71,3231.95,206003251,221956911104,0.49%,
2017-07-24,3230.90,3250.60,3261.10,3230.07,233056399,250631192576,0.96%,
2017-07-25,3249.14,3243.69,3261.64,3233.14,205573873,213405499392,0.88%,
2017-07-26,3244.46,3247.67,3264.85,3228.04,213542006,228460519424,1.13%,
2017-07-27,3243.76,3249.78,3251.93,3220.64,228485944,242572083200,0.96%,
2017-07-28,3240.17,3253.24,3256.37,3232.96,182226880,198428585984,0.72%,
2017-07-31,3252.75,3273.03,3276.95,3251.19,246039439,253525921792,0.79%,
2017-08-01,3274.37,3292.64,3292.64,3273.50,237194593,256419942400,0.58%,
2017-08-02,3288.52,3285.06,3305.43,3282.04,266730629,279352340480,0.71%,
2017-08-03,3279.99,3272.93,3293.37,3262.16,233277005,243549544448,0.95%,
2017-08-04,3269.32,3262.08,3287.19,3261.31,275906336,285634760704,0.79%,
2017-08-07,3257.67,3279.46,3280.10,3243.72,231173379,231874371584,1.12%,
2017-08-08,3277.19,3281.87,3285.48,3269.66,252043538,255770185728,0.48%,
2017-08-09,3277.81,3275.57,3277.94,3263.85,235597906,237815123968,0.43%,
2017-08-10,3269.73,3261.75,3282.52,3236.18,240684623,251854041088,1.41%,
2017-08-11,3237.92,3208.54,3245.12,3200.75,262962995,266998263808,1.36%,
2017-08-14,3206.04,3237.36,3240.05,3206.04,190346796,209096077312,1.06%,
2017-08-15,3235.23,3251.26,3263.59,3235.10,182297997,204595859456,0.88%,
2017-08-16,3247.85,3246.45,3248.78,3228.87,176852050,200832532480,0.61%,
2017-08-17,3253.84,3268.43,3269.14,3251.46,203622551,228376944640,0.54%,
2017-08-18,3253.24,3268.72,3275.08,3248.08,191122483,218437742592,0.83%,
2017-08-21,3274.58,3286.91,3287.52,3270.47,186122483,209718591488,0.52%,
2017-08-22,3287.61,3290.22,3293.48,3274.94,186537992,222927491072,0.56%,
2017-08-23,3283.80,3287.70,3299.46,3274.44,179832207,204330422272,0.76%,
2017-08-24,3287.96,3271.51,3297.99,3266.36,163468938,186245058560,0.96%,
2017-08-25,3271.46,3331.52,3331.91,3271.46,205839483,227141029888,1.85%,
2017-08-28,3336.13,3362.65,3375.03,3336.13,257461437,305319882752,1.17%,
2017-08-29,3362.06,3365.23,3374.59,3354.46,219504535,268916097024,0.6%,
2017-08-30,3361.82,3363.63,3376.65,3357.08,246863311,279640797184,0.58%,
2017-08-31,3361.46,3360.81,3367.36,3340.69,234419781,269133107200,0.79%,
2017-09-01,3365.99,3367.12,3381.93,3358.47,282497584,313722093568,0.7%,
2017-09-04,3369.72,3379.58,3381.40,3359.13,267427850,296348434432,0.66%,
2017-09-05,3377.20,3384.32,3390.82,3371.57,216552947,245596606464,0.57%,
2017-09-06,3372.43,3385.39,3391.01,3364.76,229090785,262034653184,0.78%,
2017-09-07,3383.63,3365.50,3387.80,3363.18,221118684,264037023744,0.73%,
2017-09-08,3364.43,3365.24,3380.89,3353.69,198405184,235160227840,0.81%,
2017-09-11,3365.35,3376.42,3384.81,3360.05,219011018,256888811520,0.74%,
2017-09-12,3381.49,3379.49,3391.07,3370.85,272910320,325024952320,0.6%,
2017-09-13,3374.72,3384.15,3387.14,3366.54,194550715,230733410304,0.61%,
2017-09-14,3383.47,3371.43,3391.64,3361.33,221306488,256744423424,0.9%,
2017-09-15,3365.14,3353.62,3365.53,3345.33,219765816,252910686208,0.6%,
2017-09-18,3352.51,3362.86,3371.75,3352.51,190319675,227938635776,0.57%,
2017-09-19,3365.53,3356.84,3370.40,3344.70,191129692,220728729600,0.76%,
2017-09-20,3352.18,3365.99,3370.10,3346.53,192196662,225839071232,0.7%,
2017-09-21,3364.70,3357.81,3377.88,3356.88,197448696,231946125312,0.62%,
2017-09-22,3347.16,3352.53,3356.45,3334.98,179234007,206583468032,0.64%,
2017-09-25,3344.59,3341.55,3350.96,3334.94,169621294,202401689600,0.48%,
2017-09-26,3336.35,3343.58,3347.16,3332.60,132628595,159039635456,0.44%,
2017-09-27,3340.82,3345.27,3349.69,3340.30,143086945,168981336064,0.28%,
2017-09-28,3343.84,3339.64,3344.60,3336.18,149444301,181955629056,0.25%,
2017-09-29,3340.31,3348.94,3357.01,3340.31,144862444,175892824064,0.5%,
2017-10-09,3403.24,3374.38,3410.17,3366.97,191736056,227440594944,1.29%,
2017-10-10,3373.34,3382.99,3384.03,3358.80,179423841,231148613632,0.75%,
2017-10-11,3381.49,3388.28,3395.78,3379.16,181476705,231154507776,0.49%,
2017-10-12,3385.53,3386.10,3390.20,3372.53,161809380,201667862528,0.52%,
2017-10-13,3384.49,3390.52,3395.75,3383.24,139954765,181118459904,0.37%,
2017-10-16,3393.20,3378.47,3400.51,3374.77,174330619,221650690048,0.76%,
2017-10-17,3373.23,3372.04,3382.41,3365.56,125381724,162910826496,0.5%,
2017-10-18,3373.53,3381.79,3383.23,3371.92,157228792,194298765312,0.34%,
2017-10-19,3374.64,3370.17,3378.74,3359.63,158476495,187921293312,0.57%,
2017-10-20,3363.51,3378.65,3379.76,3360.10,127172851,155065094144,0.58%,
2017-10-23,3382.28,3380.70,3385.28,3374.70,130846290,164369440768,0.31%,
2017-10-24,3376.60,3388.25,3388.69,3374.12,139897510,178552877056,0.43%,
2017-10-25,3384.86,3396.90,3398.30,3382.03,123131223,160060698624,0.48%,
2017-10-26,3397.52,3407.57,3414.24,3391.45,183768625,238596128768,0.67%,
2017-10-27,3404.50,3416.81,3421.10,3402.11,170257172,212377186304,0.56%,
2017-10-30,3413.87,3390.34,3419.73,3357.28,208349286,257776652288,1.83%,
2017-10-31,3381.00,3393.34,3397.10,3376.12,153498207,199929585664,0.62%,
2017-11-01,3393.97,3395.91,3410.35,3388.60,180566126,231978377216,0.64%,
2017-11-02,3391.65,3383.31,3391.65,3372.21,166864266,210014969856,0.57%,
2017-11-03,3377.74,3371.74,3380.57,3347.36,172714790,207437946880,0.98%,
2017-11-06,3369.68,3388.17,3389.38,3356.53,154636467,204311224320,0.97%,
2017-11-07,3389.47,3413.57,3415.15,3387.95,190571745,242595950592,0.8%,
2017-11-08,3409.15,3415.46,3434.49,3404.88,185436470,242025594880,0.87%,
2017-11-09,3410.67,3427.79,3428.77,3408.62,158650427,205433671680,0.59%,
2017-11-10,3423.18,3432.67,3438.79,3414.33,189276503,255772110848,0.71%,
2017-11-13,3435.18,3447.84,3449.16,3435.08,205389053,266738130944,0.41%,
2017-11-14,3446.55,3429.55,3450.49,3419.69,196472673,267435421696,0.89%,
2017-11-15,3416.21,3402.52,3423.75,3396.38,168792077,239734190080,0.8%,
2017-11-16,3393.19,3399.25,3409.65,3390.59,156684332,220862464000,0.56%,
2017-11-17,3392.68,3382.91,3403.28,3373.30,249458153,313750355968,0.88%,
2017-11-20,3361.36,3392.40,3393.11,3337.12,176524682,228308135936,1.66%,
2017-11-21,3382.36,3410.50,3419.80,3377.60,196871803,265303851008,1.24%,
2017-11-22,3417.33,3430.46,3442.18,3404.29,213567094,273674731520,1.11%,
2017-11-23,3425.01,3351.92,3429.42,3342.33,215265393,270469025792,2.54%,
2017-11-24,3340.38,3353.82,3360.74,3328.33,159569664,207623884800,0.97%,
2017-11-27,3346.66,3322.23,3347.05,3315.26,166439171,205803397120,0.95%,
2017-11-28,3311.23,3333.66,3333.80,3300.78,138247800,167062933504,0.99%,
2017-11-29,3335.57,3337.86,3343.06,3305.57,183805932,217769439232,1.12%,
2017-11-30,3328.64,3317.19,3340.92,3306.28,156595850,192076783616,1.04%,
2017-12-01,3315.11,3317.62,3324.52,3302.44,139198300,177490259968,0.67%,
2017-12-04,3310.38,3309.62,3324.00,3304.10,148053289,185025359872,0.6%,
2017-12-05,3301.69,3303.68,3315.74,3300.51,208278863,243489599488,0.46%,
2017-12-06,3291.31,3293.96,3296.20,3254.61,151604452,179174379520,1.26%,
2017-12-07,3283.28,3272.05,3291.28,3259.16,132105900,161764589568,0.98%,
2017-12-08,3264.48,3289.99,3297.13,3258.76,133209313,165761650688,1.17%,
2017-12-11,3290.49,3322.20,3322.67,3288.29,131965985,172986433536,1.04%,
2017-12-12,3320.31,3280.81,3320.31,3280.33,124604828,160978616320,1.2%,
2017-12-13,3278.40,3303.04,3304.01,3273.32,111998648,145295310848,0.94%,
2017-12-14,3302.93,3292.44,3309.53,3282.57,120544236,151346085888,0.82%,
2017-12-15,3287.53,3266.14,3287.53,3259.39,130940618,161877917696,0.85%,
2017-12-18,3268.03,3267.92,3280.54,3254.18,120700388,149738225664,0.81%,
2017-12-19,3266.02,3296.54,3296.94,3266.02,115140134,150786584576,0.95%,
2017-12-20,3296.74,3287.61,3300.21,3276.12,137745119,167961849856,0.73%,
2017-12-21,3281.12,3300.06,3309.22,3267.40,142127928,173740097536,1.27%,
2017-12-22,3297.68,3297.06,3307.33,3293.44,124047327,152099442688,0.42%,
